-0.0058490,0.0973354,-0.0059664,0.0279515,0.0717644,-0.0119505,0.0489088,0.0496175,-0.0126024,0.0679373,0.0240128,-0.0152858,0.0832658,0.0050255,-0.0066937,0.0276287,-0.0011780,0.0082641,0.0320541,-0.0277422,-0.0039744,0.0382536,-0.0412031,-0.0169266,0.0497024,-0.0486217,-0.0480165,0.0007958,-0.0047587,0.0072137,0.0029859,-0.0413366,-0.0071194,0.0062178,-0.0592853,-0.0298869,0.0161384,-0.0774663,-0.0501843,-0.0190358,-0.0011369,-0.0041697,-0.0221565,-0.0322919,-0.0156470,-0.0196651,-0.0534517,-0.0341378,-0.0119109,-0.0734996,-0.0521261,-0.0351920,0.0134635,-0.0152246,-0.0394915,-0.0084390,-0.0205437,-0.0383538,-0.0289141,-0.0318839,-0.0338654,-0.0451630,-0.0487610,-0.0006185,0.0002098
-0.0063181,0.0974528,-0.0058443,0.0275401,0.0719740,-0.0120833,0.0485192,0.0496501,-0.0126700,0.0681124,0.0242820,-0.0152998,0.0840304,0.0048997,-0.0067196,0.0276726,-0.0009839,0.0081341,0.0320848,-0.0278423,-0.0042715,0.0381670,-0.0411905,-0.0173171,0.0496361,-0.0486016,-0.0485008,0.0010329,-0.0047430,0.0069995,0.0032735,-0.0412428,-0.0069971,0.0065021,-0.0593082,-0.0298970,0.0164831,-0.0774763,-0.0502865,-0.0188885,-0.0011328,-0.0040773,-0.0223465,-0.0324530,-0.0153960,-0.0195553,-0.0534155,-0.0337988,-0.0118230,-0.0737975,-0.0515951,-0.0353385,0.0132732,-0.0149896,-0.0397345,-0.0086686,-0.0201608,-0.0387213,-0.0288392,-0.0316757,-0.0340919,-0.0449042,-0.0487948,-0.0007670,0.0004465
-0.0063724,0.0976637,-0.0050689,0.0277212,0.0718748,-0.0115913,0.0487579,0.0499716,-0.0120637,0.0681339,0.0247581,-0.0155125,0.0843306,0.0056059,-0.0066243,0.0276462,-0.0007803,0.0081850,0.0321624,-0.0277171,-0.0041497,0.0380631,-0.0413141,-0.0169370,0.0499629,-0.0490043,-0.0479333,0.0009798,-0.0047925,0.0070414,0.0032481,-0.0412745,-0.0072732,0.0064284,-0.0593450,-0.0298944,0.0164846,-0.0775953,-0.0501911,-0.0187506,-0.0012106,-0.0041397,-0.0224076,-0.0323695,-0.0154885,-0.0195248,-0.0533576,-0.0338748,-0.0117033,-0.0738654,-0.0517144,-0.0351233,0.0133252,-0.0150975,-0.0398400,-0.0086257,-0.0205010,-0.0384977,-0.0288355,-0.0319757,-0.0338617,-0.0450552,-0.0492677,-0.0014081,0.0005893
-0.0067252,0.0972379,-0.0004749,0.0273618,0.0711903,-0.0084941,0.0487292,0.0497746,-0.0110365,0.0673457,0.0250359,-0.0165328,0.0816354,0.0056979,-0.0104482,0.0280064,-0.0009572,0.0085599,0.0325151,-0.0277997,-0.0052496,0.0382016,-0.0411945,-0.0183226,0.0506160,-0.0476388,-0.0489524,0.0008569,-0.0048857,0.0065543,0.0032245,-0.0410673,-0.0080077,0.0064046,-0.0588865,-0.0315248,0.0166535,-0.0760999,-0.0521395,-0.0186616,-0.0009489,-0.0039829,-0.0223956,-0.0323378,-0.0159056,-0.0193187,-0.0529756,-0.0340725,-0.0120161,-0.0734244,-0.0522004,-0.0348836,0.0136648,-0.0145844,-0.0401510,-0.0082653,-0.0201885,-0.0382171,-0.0281905,-0.0325060,-0.0340868,-0.0436516,-0.0507579,-0.0006673,-0.0017777
-0.0072784,0.0969324,-0.0033053,0.0273228,0.0711673,-0.0090941,0.0485334,0.0501793,-0.0100949,0.0682924,0.0258739,-0.0128340,0.0838427,0.0061533,-0.0056536,0.0278574,-0.0006089,0.0091762,0.0321393,-0.0271181,-0.0040715,0.0388746,-0.0404848,-0.0162346,0.0508248,-0.0472974,-0.0468860,0.0007627,-0.0044030,0.0070085,0.0037000,-0.0415547,-0.0066879,0.0063005,-0.0597526,-0.0300237,0.0171356,-0.0774469,-0.0497192,-0.0185750,-0.0018240,-0.0045843,-0.0217414,-0.0330358,-0.0152934,-0.0188875,-0.0537370,-0.0333636,-0.0118026,-0.0739254,-0.0510288,-0.0347950,0.0127768,-0.0155673,-0.0393923,-0.0083797,-0.0213500,-0.0372966,-0.0283462,-0.0334067,-0.0328940,-0.0432244,-0.0507673,0.0014711,-0.0054949
-0.0065970,0.0960100,0.0007647,0.0269145,0.0714861,-0.0076207,0.0484024,0.0500903,-0.0110968,0.0667526,0.0270153,-0.0181503,0.0801957,0.0080248,-0.0145721,0.0272108,-0.0008732,0.0081996,0.0323022,-0.0271783,-0.0052624,0.0394279,-0.0407215,-0.0184433,0.0519467,-0.0483000,-0.0483524,0.0007561,-0.0045626,0.0066237,0.0038279,-0.0409487,-0.0074261,0.0074881,-0.0586771,-0.0307257,0.0185354,-0.0761993,-0.0516226,-0.0187182,-0.0011345,-0.0036181,-0.0222036,-0.0323748,-0.0157687,-0.0188571,-0.0525893,-0.0339810,-0.0107569,-0.0728657,-0.0521470,-0.0344138,0.0128643,-0.0144007,-0.0394391,-0.0090863,-0.0193655,-0.0373563,-0.0282587,-0.0305190,-0.0329296,-0.0433299,-0.0481170,0.0030150,0.0025868
-0.0043740,0.0957898,-0.0026571,0.0279658,0.0701861,-0.0095581,0.0503023,0.0487550,-0.0108830,0.0683640,0.0251455,-0.0161890,0.0834231,0.0079353,-0.0089820,0.0274635,-0.0008572,0.0080962,0.0322554,-0.0272859,-0.0043512,0.0377699,-0.0411168,-0.0178937,0.0499262,-0.0490805,-0.0487493,0.0008046,-0.0047616,0.0070592,0.0036748,-0.0406362,-0.0078245,0.0072131,-0.0582714,-0.0304805,0.0168267,-0.0769844,-0.0510714,-0.0184433,-0.0010900,-0.0041527,-0.0224305,-0.0317649,-0.0160957,-0.0189959,-0.0519806,-0.0341220,-0.0115952,-0.0715825,-0.0518959,-0.0342513,0.0137780,-0.0150254,-0.0388535,-0.0078159,-0.0198121,-0.0381361,-0.0282639,-0.0317767,-0.0332186,-0.0437337,-0.0483473,0.0027258,0.0094402
-0.0041633,0.0963369,-0.0027652,0.0291352,0.0702813,-0.0100773,0.0503223,0.0483604,-0.0095236,0.0685270,0.0236421,-0.0122580,0.0846183,0.0042290,-0.0019221,0.0280762,-0.0014236,0.0080261,0.0321992,-0.0278262,-0.0048354,0.0381744,-0.0411377,-0.0183815,0.0505612,-0.0482733,-0.0497166,0.0008833,-0.0048474,0.0067790,0.0034269,-0.0408679,-0.0082219,0.0061597,-0.0584233,-0.0322064,0.0158485,-0.0765369,-0.0533577,-0.0187140,-0.0007415,-0.0038882,-0.0230629,-0.0318144,-0.0164464,-0.0200359,-0.0524519,-0.0358388,-0.0129058,-0.0729482,-0.0540809,-0.0349114,0.0136979,-0.0145190,-0.0399424,-0.0082899,-0.0199818,-0.0379297,-0.0283068,-0.0317280,-0.0330336,-0.0446007,-0.0497306,0.0001127,0.0009315
-0.0068879,0.0958849,-0.0019869,0.0279572,0.0709739,-0.0086861,0.0495560,0.0504874,-0.0101644,0.0700528,0.0267877,-0.0124433,0.0866366,0.0068643,-0.0044550,0.0281250,-0.0000076,0.0083720,0.0330795,-0.0265412,-0.0048100,0.0388750,-0.0401410,-0.0178678,0.0502020,-0.0470677,-0.0497584,0.0007549,-0.0044389,0.0069568,0.0037932,-0.0412710,-0.0075580,0.0059184,-0.0594508,-0.0315236,0.0156332,-0.0770360,-0.0526819,-0.0188253,-0.0018283,-0.0040592,-0.0222045,-0.0327804,-0.0160326,-0.0193226,-0.0535966,-0.0343774,-0.0129069,-0.0737518,-0.0526206,-0.0355713,0.0126631,-0.0145577,-0.0397246,-0.0087937,-0.0207292,-0.0380913,-0.0287586,-0.0330876,-0.0334884,-0.0444114,-0.0503286,-0.0012742,-0.0057092
-0.0063982,0.0971662,-0.0025103,0.0277289,0.0711767,-0.0085691,0.0489079,0.0501853,-0.0089370,0.0683604,0.0255614,-0.0113340,0.0843979,0.0057380,-0.0032073,0.0278986,-0.0009531,0.0092139,0.0321979,-0.0274906,-0.0039581,0.0390524,-0.0409743,-0.0162498,0.0507554,-0.0475702,-0.0475714,0.0008233,-0.0046842,0.0069554,0.0035629,-0.0415160,-0.0072474,0.0060696,-0.0598120,-0.0305206,0.0161345,-0.0775509,-0.0500854,-0.0186833,-0.0014667,-0.0046645,-0.0221797,-0.0325321,-0.0164237,-0.0192425,-0.0534356,-0.0344105,-0.0126902,-0.0733353,-0.0513954,-0.0348288,0.0133297,-0.0155528,-0.0394849,-0.0082324,-0.0216329,-0.0374623,-0.0278226,-0.0335749,-0.0326961,-0.0431403,-0.0508786,-0.0018958,-0.0045336
